,Negative,Neutral,Positive
«Ho detto che non mi importa un cazzo di lei e delle sue scuse.» ringhio avvicinando la bocca al microfono.,0.41357454657554626,0.5822493433952332,0.004176197573542595
Attacco e ripongo il telefono in tasca.,0.015063721686601639,0.9811311960220337,0.0038050892762839794
"Più quella ragazza mi sta lontano, meglio è.",0.0005359766073524952,0.05140843614935875,0.9480555653572083
"Controllando le notifiche scorgo un messaggio di Bryan.""Domani festa a casa mia.""Sicuramente è un messaggio inoltrato.",0.004241677932441235,0.9951460957527161,0.0006122751510702074
Ma chi è che fa festa nel bel mezzo della settimana?,0.0003530794638209045,0.1301046758890152,0.8695422410964966
"È inutile che mi lamento, tanto so per certo che ci andrò.",0.9959432482719421,0.0037350025959312916,0.0003216943587176502
"Una volta arrivato a casa, entro in garage per prendere la mia Tesla, evitando mio padre per l‘ennesima volta.",0.02993403747677803,0.9632226824760437,0.006843337323516607
Sono quattro giorni che non lo guardo in faccia.,0.0765448659658432,0.8732411861419678,0.050213925540447235
Direzione?,0.0003992620331700891,0.9852519035339355,0.014348863624036312
Casa di Ronnie.,0.0003232951567042619,0.9980930685997009,0.0015836426755413413
Ho bisogno di rilassarmi.-«Vai via?,0.0005764876259490848,0.9848569631576538,0.014566503465175629
Di già?» pignucola lei alle mie spalle.,0.0006425655446946621,0.9947368502616882,0.0046205101534724236
"«Sì, Ronnie. Esco.» dico infilando i pantaloni.",0.00045569310896098614,0.997739315032959,0.0018049752106890082
"Questo pomeriggio è stata veramente noiosa, poteva sicuramente fare di meglio.",0.9962419271469116,0.002564555499702692,0.0011935929069295526
«Non è che resteresti un altro pò?» mi lascia un bacio sul braccio.,0.007630654610693455,0.956059455871582,0.036309946328401566
"«Non posso, Ronnie.» dico freddo.",0.019282031804323196,0.9800218939781189,0.0006960216560401022
Sa meglio di me che il nostro non è un rapporto.,0.15246820449829102,0.7972571849822998,0.05027463287115097
"Solo sesso, zero sentimenti.",0.41414302587509155,0.5599528551101685,0.025904051959514618
E il fatto che mi sia così appiccicata non fa altro che infastidirmi.,0.6837946176528931,0.10421352088451385,0.21199186146259308
Sbuffa e si chiude in bagno.,0.5813156366348267,0.4126438498497009,0.006040435284376144
Poco mi importa se ci è rimasta male.,0.853759229183197,0.14484326541423798,0.0013974461471661925
Raccimolo tutte le cose che ho lasciato in giro per la stanza e salgo in macchina.,0.012834105640649796,0.9323344230651855,0.05483151599764824
Raggiungo i miei amici al Brick‘s.,0.000508024066220969,0.9568203091621399,0.04267164692282677
"Al nostro solito tavolo ci sono Trevor, Bryan e... Lydia Collins?«Cosa ci fa lei qui?» chiedo a Trevor mentre la guardo dritta negli occhi.",0.0002728796098381281,0.9971146583557129,0.002612382872030139
"«Stai calmo, Evans.",0.0003862945595756173,0.8690219521522522,0.13059169054031372
Stavo chiarendo con Trevor delle cose.» mi guarda assottigliando gli occhi.,0.001426654402166605,0.9870162010192871,0.01155721303075552
"Faccio spallucce, la sua presenza non mi tocca minimamente.",0.12116201967000961,0.7978661060333252,0.08097183704376221
"Da quanto ho capito era complice di Allie, anche lei è venuta.",0.012464056722819805,0.9564858078956604,0.031050119549036026
«Tu cosa?!,0.0005453029880300164,0.9970976114273071,0.0023570391349494457
"Come facevi a sapere di quel posto?» urlo, ma dopo poco cerco di ricompormi perché ho lo sguardo di tutto il locale addosso.",0.04419410973787308,0.9460674524307251,0.009738468565046787
"«Non lo sapevo, cazzo!",0.30390605330467224,0.694595992565155,0.0014979360857978463
Io e Allie volevamo solo divertirci.» risponde con il mio stesso tono di voce.,0.001121661625802517,0.58885657787323,0.41002169251441956
"Faccio un sospiro e la lascio perdere, non ha senso continuare a litigare per questa cazzata.",0.9972090125083923,0.002544393762946129,0.0002466040605213493
«Ci sarete anche voi alla festa?» le chiede Bryan.,0.00020272120309527963,0.9951484799385071,0.004648781847208738
"«Sì, ci saremo.»",0.0002015583449974656,0.9925180673599243,0.0072802528738975525
"""Convinti di essere uguali, siamo diversi ma complementari.",0.0006884177564643323,0.9914516806602478,0.007859879173338413
"Io vivo il momento, tu pensi al domani.",0.0003358729009050876,0.16961228847503662,0.8300517797470093
Noi così vicini anche se da lontani.,0.0006376376841217279,0.9583013653755188,0.041060931980609894
"Ho bisogno di te, non sono più me.""                                                            - Icaro, Irama ft.",0.008782616816461086,0.8748685717582703,0.11634891480207443
"Mr. RainAllie‘s Pov«Lydia, ti ho già detto di no!» urlo furiosa.",0.8811677098274231,0.11674594134092331,0.0020863383542746305
Mi ha appena chiamata dicendomi che siamo invitate a una festa.,0.0004117610224056989,0.9220064282417297,0.07758183777332306
"Anzi, diciamo che ha accettato l‘invito per ferire l‘ego di Caleb.",0.015656914561986923,0.9822579026222229,0.0020852037705481052
"Pff, ma chi lo tocca a quello.",0.0027688557747751474,0.9921272993087769,0.005103831645101309
"«No, non mi interessa che lo hai fatto per dargli una lezione.»",0.0074582998640835285,0.9917082190513611,0.0008334594313055277
Ma poi chi è che organizza una festa nel bel mezzo della settimana?,0.0004321025335229933,0.9968544840812683,0.002713409485295415
Solo Bryan può fare una cosa del genere.,0.0020438306964933872,0.9851433634757996,0.012812893837690353
"Più sto lontana da quei due, meglio è.«Per favore, Allie.",0.0007574319024570286,0.8838714361190796,0.11537114530801773
Non darmi buca.» sbuffo al suo ennesimo imploro.,0.048478759825229645,0.7026862502098083,0.2488349974155426
"«Ci penserò.» dico fredda, attaccandole in faccia.",0.004332143813371658,0.9885712265968323,0.007096575107425451
"So che non è un comportamento carino da parte mia, ma dai, almeno poteva avvisarmi o chiedermelo prima.",0.5239109992980957,0.3500688374042511,0.12602020800113678
"Dopo aver provato a studiare, fallendo miseramente, decido di cambiarmi e di andare a correre.",0.7724054455757141,0.22586800158023834,0.0017265407368540764
"Corro verso il centro, e dopo dieci minuti circa sono da Brick.",0.0014979720581322908,0.9466013312339783,0.05190063267946243
Entro e per mia fortuna non noto il gruppo di Trevor.,0.04129081591963768,0.9041082262992859,0.05460090562701225
Mi avvicino tutta sudata al bancone e chiedo un bicchiere d‘acqua e un frappè al cioccolato.,0.0048045325092971325,0.9800488948822021,0.01514653954654932
Come va?» mi chiede.,0.0006332848570309579,0.9963483214378357,0.0030183647759258747
"Guardando l‘entrata mi ricordo come Jacob mi ha coricata in spalla, per portarmi via, ma prontamente Caleb li ha fermati facendoli fuggire.",0.013398625887930393,0.9821608066558838,0.004440543707460165
"Mi tornano in mente le immagini di Mattew sanguinante, di Caleb che mi chiede come sto, di lui che mi riaccompagna a casa con la sua macchina...«Mi hanno riferito che un ragazzo stava per portarti via.» dice con un filo di dispiacere nella voce.",0.06136106327176094,0.9341402053833008,0.004498735070228577
Mi porge il mio frappè e sospiro.,0.015363017097115517,0.8878379464149475,0.09679903090000153
«Non ho avuto proprio le forze di gridare aiuto.,0.30178987979888916,0.6953879594802856,0.002822240348905325
Non so perché le gente intorno non sia intervenuta.,0.006273518316447735,0.9929618239402771,0.0007647076272405684
"» sento gli occhi bruciare, ma ricaccio indietro le lacrime.",0.2632618844509125,0.7094137072563171,0.027324385941028595
"Vivo in un mondo di gente ignorante, menefreghista, che davanti a scene del genere rimane indifferente per salvare il proprio culo.",0.9109342694282532,0.08748970925807953,0.0015759748639538884
Io invece mi farei a pezzi per il prossimo.,0.018338246271014214,0.13357055187225342,0.8480912446975708
"«Perché hanno paura, mia cara.",0.0025900613982230425,0.992218017578125,0.005191970616579056
Quelli non sono di certo ragazzi affidabili.,0.997062623500824,0.0022900758776813745,0.0006473399116657674
"Li conosco bene, sai?",0.0003106825752183795,0.925873875617981,0.07381544262170792
"Infondo non sono neanche così cattivi, è quello che fanno che li rende persone di cui non fidarsi.",0.949903666973114,0.04309333115816116,0.007002904079854488
"Potrei essere arrestato per i piani loschi che architettano qua dentro, ma non posso neanche vietargli di entrare.",0.9885796904563904,0.011108096688985825,0.0003122183552477509
Alla fine sono essere umani anche loro.»,0.0005584309692494571,0.9966503977775574,0.002791248494759202
Mi sorride dolcemente mentre pulisce il piano di lavoro.,0.00012764704297296703,0.007358891889452934,0.9925134778022766
"Guardo i suoi occhi e mi stupisco della sua bontà, della buona persona che è, così gentile e disponibile.",0.00021144920901861042,0.0012703188695013523,0.9985182881355286
"Pago il conto e dopo averlo salutato torno a casa, questa volta camminando.",0.008802752941846848,0.942301869392395,0.048895347863435745
Se mi metto a correre credo che vomiterò tutto il frappè.,0.9658132791519165,0.03217632323503494,0.0020104008726775646
- Sono sulla strada per andare a scuola e Trevor e Lydia mi stanno tempestando di messaggi.,0.18236702680587769,0.8120615482330322,0.005571437068283558
"Posso ignorarli sul telefono, ma a scuola no.",0.9248369932174683,0.07485218346118927,0.00031081342604011297
"Infatti, appena varco il cancello della East side, mi si parano davanti con sorrisi a trentadue denti.",0.0003358483372721821,0.02493087388575077,0.9747332334518433
Visti così fanno un pò ridere.,0.0002136071998393163,0.005707853473722935,0.994078516960144
"«Allie, devi venire alla festa.» mi incita Trevor.",0.0005050801555626094,0.9877707958221436,0.011724157258868217
«Ti ha pagato per chiedermelo?» chiedo facendo un mezzo sorriso.,0.0018211477436125278,0.9904010891914368,0.007777750957757235
"Si scambiano delle occhiate e poi fanno ""no"" con la testa.",0.02019702084362507,0.978642463684082,0.0011605562176555395
Qui qualcosa mi puzza.,0.9856826663017273,0.013867496512830257,0.0004497827321756631
"«Sul serio, Allie.",0.00018104101764038205,0.9917307496070862,0.008088220842182636
Ormai ho dato la mia parola.» mi supplica Lydia giungendo le mani.,0.0022145560942590237,0.4841529130935669,0.5136324763298035
"«Okay, okay. Verrò.» accetto solo per farli contenti.",0.003268818138167262,0.12517517805099487,0.8715559840202332
Lydia si aggrappa al mio collo e mi stringe così forte da togliermi il fiato.,0.002462092088535428,0.19051921367645264,0.8070187568664551
La campanella avvisa l‘inizio delle lezioni e lei si stacca per lasciarmi andare.,0.11832940578460693,0.8791601657867432,0.0025103967636823654
«Grazie.» mi mima con la bocca.,0.00018578022718429565,0.012733321636915207,0.9870808720588684
Saluto i ragazzi alle mie spalle e mi dirigo verso la classe di matematica.,0.00034747819881886244,0.9868335127830505,0.012818979099392891
"Mentre cammino nel corridoio vedo Caleb nella direzione opposta, guarda un punto indefinito alle mie spalle.",0.0007824166095815599,0.9979532957077026,0.0012641878565773368
"Provo a distogliere lo sguardo dai suoi occhi, ma proprio non ci riesco.",0.7412707805633545,0.24617518484592438,0.012553999200463295
"Nota la mia insistenza nel guardarlo e si gira nella mia direzione, lanciandomi un‘occhiata di fuoco.",0.006617194507271051,0.9462807178497314,0.047102198004722595
"Si, ma stai calmo.",0.0011622399324551225,0.04626847431063652,0.952569305896759
Continuo per la mia strada ignorando il batticuore che mi è appena venuto.,0.09989068657159805,0.8343018293380737,0.06580749899148941
"L‘ultima classe è quella di educazione fisica, così mi dirigo verso il mio armadietto per prendere il cambio e posare i miei libri.",0.0009964338969439268,0.9788316488265991,0.02017189934849739
Ci troviamo tutti in palestra.,0.00033444282598793507,0.9953792095184326,0.004286292940378189
Questa volta ho fatto attenzione a mettere un reggiseno color nude sotto la maglietta bianca.,0.11665188521146774,0.8716272711753845,0.011720812879502773
"Ronnie mi guarda insieme alle sue due ochette, e io non posso far altro che stare zitta.",0.022299403324723244,0.5658259391784668,0.4118747413158417
"Il professore ci fa correre, e fortunatamente vedo dei risultati.",0.00016287331527564675,0.011253537610173225,0.9885835647583008
Andando a correre quasi tutti i pomeriggi riesco a tenere meglio il fiato e sento più resistenza nelle gambe.,0.00022360801813192666,0.004068389069288969,0.9957079887390137
"Proprio mentre il professore mi fa i complimenti per il mio miglioramento, vedo la squadra di football della scuola fare il suo ingresso in palestra.",8.562727452954277e-05,0.005627167411148548,0.9942871928215027
"E il mio sguardo può finire solo nei suoi occhi, quelli di Caleb.",0.003739007515832782,0.8189200758934021,0.17734086513519287
"E appena lui si volta, io cado e sbatto il mento sull‘erba sintetica.",0.6232276558876038,0.37228211760520935,0.004490228835493326
"Perfetto, Allie.",8.469446038361639e-05,0.005604155827313662,0.9943110942840576
Puoi ufficialmente dichiararti morta.,0.09958681464195251,0.8992404937744141,0.0011727551463991404
«Non se ne parla.,0.000627748784609139,0.9980674386024475,0.0013048517284914851
Questa sera metterò qualcosa di decente.» dico incrociando le braccia al petto.,0.0034400669392198324,0.40580278635025024,0.5907571315765381
I vestiti che ha Lydia sono tutti corti e striminziti.,0.4457704424858093,0.54566490650177,0.008564675226807594
Ci stiamo preparando per andare alla festa.,0.0004409523098729551,0.5695503950119019,0.43000859022140503
Sinceramente non so come abbia fatto a convincere i miei genitori a mandarmi.,0.5209715366363525,0.4748350977897644,0.004193291533738375
Forse perché hai detto loro che la festa finiva entro mezzanotte?,0.000536634586751461,0.9982159733772278,0.0012473635142669082
Probabile.,0.0006969441892579198,0.9914793968200684,0.007823633030056953
"È la seconda bugia che profilo loro e comincio a sentirmi in colpa, davvero.",0.9956564903259277,0.0036476098466664553,0.0006958385929465294
"Dopo l‘immensa figura di merda fatta davanti ai ragazzi più fighi della scuola, lo strafottente di nome Caleb si è messo a ridere di gusto, trattenendosi la pancia con le mani.",0.13764797151088715,0.21106430888175964,0.6512877345085144
"Lo stesso ha fatto Ronnie, coprendosi la bocca con la mano curata.",0.0013472436694428325,0.9895596504211426,0.00909312255680561
Meglio dimenticare.,0.006096168886870146,0.6939287781715393,0.29997503757476807
"Mi avvicino all‘armadio di Lydia e scruto i suoi vestiti, prendendo in mano il meno peggio.",0.022308634594082832,0.1874495893716812,0.7902417778968811
"È un vestitino nero, gonna corta e ampia e una profonda scollatura sulla schiena.",0.13625945150852203,0.8128767013549805,0.050863783806562424
Le maniche sono fatte di un tessuto semi trasparente.,0.05407315120100975,0.8820850849151611,0.0638417974114418
Lo indosso e devo dire che mi piace.,0.0001641720737097785,0.0015495680272579193,0.9982861876487732
"Lydia fa per porgermi un paio di tacchi a spillo, ma questa volta ho deciso che metterò le mie amate Vans.",0.0024338942021131516,0.10961712896823883,0.8879489302635193
Rinuncio a quei cosi infernali.,0.800083339214325,0.18315556645393372,0.016761111095547676
Già è tanto che ci vado a questa stupida festa.,0.9947939515113831,0.004312367178499699,0.0008936936501413584
«Sei bellissima.,9.174790466204286e-05,0.003368942765519023,0.9965393543243408
"» dice piastrando l‘ultima ciocca di capelli, ora liscissimi.",0.001232355018146336,0.9530874490737915,0.04568013176321983
"Passo un pò di mascara, metto l‘eyeliner e il lucidalabbra.",0.0025748300831764936,0.9769077301025391,0.020517472177743912
Direi di esser pronta.,0.0021914863027632236,0.5597301721572876,0.43807828426361084
«Anche tu non sei male.,0.0014897362561896443,0.22459489107131958,0.7739153504371643
» affermo facendole fare un giro su se stessa.,0.00043603553785942495,0.9651401042938232,0.034423861652612686
Saluta Candy intenta ad infornare i biscotti e ce ne andiamo.,0.0006106846267357469,0.8721024394035339,0.1272868663072586
«La festa è in spiaggia?» chiedo guardando il paesaggio fuori dal finestrino.,0.0002036174264503643,0.99628746509552,0.0035089203156530857
"«No, è a casa di Bryan.» risponde lei.",0.0004570976598188281,0.9986860156059265,0.0008568963385187089
Ricordo perfettamente il tragitto verso casa sua.,0.00029039359651505947,0.22564668953418732,0.7740629315376282
"Una volta arrivate, parcheggiamo la macchina e scendiamo.",0.008239857852458954,0.990403413772583,0.001356705091893673
"La grande casa straborda di gente, c‘è chi fuma, chi ride, chi parla e chi vomita.",0.024302367120981216,0.5622571706771851,0.41344043612480164
"Passiamo nel vialetto che porta verso l‘entrata della casa, e subito una forte puzza di alcool e sudore riempe le mie narici.",0.985529899597168,0.011118208058178425,0.003351769642904401
Sto per vomitare.,0.9926131963729858,0.0070304530672729015,0.00035628091427497566
"Lydia si guarda in giro in cerca di qualcuno, io invece la seguo come un cagnolino.",0.00023781183699611574,0.9940160512924194,0.005746088456362486
"Noto Trevor intento a parlare con una ragazza, così mi avvicino a lui.",0.00034079220495186746,0.9910093545913696,0.008649739436805248
«Ciao Trev.»,0.00019965482351835817,0.9985851049423218,0.0012153369607403874
Lo saluto.,0.00029158880352042615,0.16822686791419983,0.8314815759658813
La ragazza davanti a lui mi sorride.,0.00024993583792820573,0.09015320241451263,0.909596860408783
"«Ciao Allie, lei è Britney.» dice presentandomela.",0.0001902129442896694,0.9793136715888977,0.02049611322581768
"Le stringo la mano e decido di lasciarli da soli, non voglio disturbare Trevor con la sua nuova conquista.",0.002305162837728858,0.8095191121101379,0.18817566335201263
"Quando mi giro, noto con mia grandissima sfortuna che Lydia si è seduta in una cerchia composta precisamente da: Bryan, Liam, Ronnie, Caleb e altre due ragazze che non conosco.",0.010661513544619083,0.9686486721038818,0.020689787343144417
Mi avvicino con passo deciso e mi siedo accanto alla mia amica sotto lo sguardo di tutti.,0.00039751690928824246,0.33614346385002136,0.6634590029716492
Caleb sbuffa e lo trucido con lo sguardo.,0.9652482867240906,0.033453699201345444,0.0012980469036847353
"«Perché la ragazzina è qui con noi?» ridacchia Ronnie, seguita dalle altre ragazze.",0.00032143096905201674,0.998529314994812,0.0011492803459987044
"«Abbiamo la stessa età, cogliona.",0.0007819746970199049,0.9929773211479187,0.006240712944418192
Non chiamarmi ragazzina.» sputo acida.,0.9351230263710022,0.06428693979978561,0.0005899962852708995
"Wow, sono veramente...",0.000671052432153374,0.01933887042105198,0.9799900650978088
maleducata questa sera.,0.9473903179168701,0.051409218460321426,0.0012004172895103693
La bionda tinta tira fuori il peggio di me.,0.9869654178619385,0.011377433314919472,0.0016571402084082365
Non credo che resisterò molto insieme a questa massa di imbecilli.,0.6322774291038513,0.046570997685194016,0.3211515545845032
Lydia mi da una gomitata sul fianco per farmi stare zitta.,0.7402490973472595,0.2587425112724304,0.0010083273518830538
"«La biondina ha carattere.» sussurra Bryan, ma capisco lo stesso quello che dice.",0.0015357761876657605,0.332331120967865,0.6661330461502075
Liam mi guarda con uno sguardo di scuse.,0.002550514182075858,0.9894653558731079,0.007984199561178684
«Mi hai dato della cogliona?» urla la bionda alzandosi di scatto.,0.00150923035107553,0.9978196620941162,0.0006710581947118044
"«Vuoi che aggiunga altro?» continuo io, sfidandola.",0.0008122210274450481,0.9963586926460266,0.002829120494425297
«E tu... tu non chiamarmi biondina.,0.001279031508602202,0.9772090911865234,0.021511878818273544
"» dico, questa volta riferendomi a Bryan.",0.00019933322619181126,0.9954413175582886,0.004359324462711811
"Lydia mi prende per le spalle e mi fa allontanare, mollo la sua presa ed esco da quella benedetta casa per conto mio.",0.000682466255966574,0.08718082308769226,0.9121367335319519
"Sarò sicuramente risultata ridicola ai loro occhi, ma non sono riuscita a trattenermi.",0.997409999370575,0.0023282216861844063,0.0002618658763822168
Perché diamine sono venuta a questa festa?,0.02737109363079071,0.9670381546020508,0.005590679123997688
Non sono passati neanche dieci minuti che già mi sto stufando.,0.9191195368766785,0.0638161227107048,0.017064418643712997
"Vado sul retro, dove non c‘è traccia di vita se non un ragazzo che giace a terra collassato.",0.46576905250549316,0.5145383477210999,0.01969258487224579
Mi appoggio con le spalle al muro guardando la luna ormai alta in cielo e faccio dei lunghi sospiri per calmare la rabbia che sento dentro.,0.000721355841960758,0.12876848876476288,0.8705102205276489
"Dopo poco Caleb sbuca fuori dall‘angolo, facendomi venire un infarto.",0.02835731767117977,0.9595152139663696,0.01212741807103157
«Di solito non faccio questo effetto alle ragazze.,0.04416782036423683,0.9110504388809204,0.04478175938129425
» dice accendendosi una sigaretta.,0.0002724521327763796,0.9888005256652832,0.010927080176770687
"Lo ignoro completamente continuando a guardare il mare in lontananza, da qui c‘è una splendida vista.",0.0002527777396608144,0.012162549421191216,0.98758465051651
"«Hai un bel caratterino, eh?» continua.",0.00027073107776232064,0.03704087436199188,0.9626884460449219
Caleb Evans che vuole avere una conversazione con me?,0.00018063238530885428,0.9976648092269897,0.002154584974050522
Roba da matti.,0.9024782776832581,0.09565157443284988,0.0018701263470575213
«Solo con chi se lo merita.» dico non degnandolo di uno sguardo.,0.009317238815128803,0.9776920080184937,0.012990743853151798
"«E adesso vattene, tu, con il tuo ego smisurato.» affermo fredda, trovando non so dove il coraggio di sputare queste parole.",0.05435892939567566,0.9312878847122192,0.01435322780162096
Caleb serra la mascella e aspira il fumo dalla sigaretta.,0.005772341508418322,0.9882119297981262,0.006015677470713854
"«Anche io me lo merito?» ridacchia, riferendosi al mio comportamento.",0.0007672053179703653,0.997384250164032,0.0018484799657016993
«Sì perché sei peggio di lei.» questa volta parlo guardandolo in faccia.,0.09506408125162125,0.9029556512832642,0.001980277244001627
Butta il mozzicone a terra e si scaraventa su di me con prepotenza.,0.3819480836391449,0.6019699573516846,0.016081955283880234
"«Tu non mi conosci, ragazzina.» sussurra minaccioso al mio orecchio.",0.03964800015091896,0.9506277441978455,0.009724280796945095
E io non posso far altro che ammutolirmi sotto la sua grande stazza.,0.0018507350469008088,0.03190108388662338,0.9662481546401978
"«Allontanati da me, subito.» affermo con voce tremolante.",0.00208093598484993,0.9934139847755432,0.0045051430352032185
«Mhmh...» inclina leggermente il viso mentre si inumidisce le labbra.,0.0010306063340976834,0.9949852228164673,0.003984148148447275
"«Caleb, non sto giocando.",0.000930493522901088,0.9984267950057983,0.0006426660111173987
"» dico, cercando di allontanarlo appoggiando le braccia sul suo petto marmoreo.",0.0012673720484599471,0.9793422818183899,0.019390353932976723
"Ma niente, non si sposta di un centimetro.",0.03985265642404556,0.7325147986412048,0.227632537484169
«Neanche io sto giocando.» sussurra al mio orecchio.,0.06091378256678581,0.937111496925354,0.0019747919868677855
Si avvicina così tanto al mio viso che posso giurare che le nostre labbra si siano toccate.,0.00014691779506392777,0.002348053501918912,0.9975050091743469
«Caleb?,0.0002254724968224764,0.9973625540733337,0.0024119997397065163
"Tesoro, dove sei?» cinguetta Ronnie sbucando fuori dall‘angolo.",0.0010309225181117654,0.9907758831977844,0.00819317065179348
"Caleb si stacca da me, facendomi tornare a respirare.",0.013523124158382416,0.9501694440841675,0.036307431757450104
"Sono ancora incollata al muro, con il fiatone e il cuore a mille nel petto.",0.00029073399491608143,0.0060853115282952785,0.9936239719390869
È la seconda volta.,0.009673998691141605,0.9621945023536682,0.028131451457738876
La seconda volta che succede.,0.02900516241788864,0.9669955372810364,0.003999361768364906
"Il ragazzo se ne va come se non fosse successo niente, passando le mani sulle tasche.",0.023452850058674812,0.9635921120643616,0.012955096550285816
«Te la spassi con la sfigata?» dice Ronnie sotto il braccio di Caleb.,0.0017018107464537024,0.9967137575149536,0.0015844553709030151
Decido di non darle corda e di far finta di non aver ascoltato le sue parole.,0.10108654201030731,0.8970898985862732,0.0018235447350889444
Lydia esce dalla finestra al mio fianco.,0.00036398289375938475,0.9934468865394592,0.00618912884965539
«Finalmente ti ho trovata!,0.0003525574575178325,0.28705477714538574,0.7125926613807678
Ma dove ti eri cacciata?» mi chiede appoggiando le mani sulle mie spalle.,0.007320149801671505,0.9913149476051331,0.0013649604516103864
"«Sono venuta a prendere una boccata d‘aria, tutto okay.» dico mostrandole un sorriso tirato.",0.0005820845253765583,0.41155973076820374,0.5878582000732422
Le spiego che voglio rimanere un altro pò da sola e se ne va senza fare obiezioni.,0.0015802830457687378,0.7387524843215942,0.259667307138443
"Mentre guardo una piccola fogliolina farsi trasportare dal vento, ripenso al comportamento di Caleb.",0.000944841536693275,0.9977527260780334,0.0013024142244830728
Mi da tremendamente fastidio il fatto che lui mi faccia questo effetto.,0.9934127926826477,0.005423461087048054,0.0011638003634288907
Ma sono più che sicura che questa è solo attrazione.,0.015292361378669739,0.16038362681865692,0.8243240118026733
Attrazione fisica.,0.009143495000898838,0.7878683805465698,0.20298807322978973
"Sento ancora il suo profumo tra i miei capelli, i suoi occhi scuri puntati nei miei e le sue labbra piene sussurrarmi quelle parole.",0.00021626667876262218,0.011195643804967403,0.9885880947113037
Rientro in casa in cerca di Lydia ma non la trovo da nessuna parte.,0.7167373895645142,0.27103617787361145,0.012226409278810024
"Vado a cercare al piano superiore, ma sinceramente ho paura ad aprire le porte.",0.9893067479133606,0.010376970283687115,0.00031633125036023557
Chissà quale scena raccapricciante mi si piazzerà davanti.,0.12302190810441971,0.7609748840332031,0.11600324511528015
Giro a destra per controllare il bagno ma vado addosso a qualcosa.,0.047884501516819,0.9464098811149597,0.005705538205802441
"O meglio, qualcuno.",0.0007479998748749495,0.9921431541442871,0.007108896039426327
"Quando alzo lo sguardo incontro nuovamente i suoi occhi, per la terza volta in questa serata.",0.0006236443878151476,0.6617317795753479,0.3376446068286896
Si sta sistemando la cerniera dei pantaloni e solo Dio sa cosa ha fatto.,0.007225118577480316,0.9643184542655945,0.02845648303627968
"Con la mia caduta la gonna si è alzata leggermente sulle gambe, e colgo Caleb fissarle con insistenza.",0.11374449729919434,0.8651487827301025,0.021106740459799767
"«Sei sempre in mezzo tu, eh?» dico imbarazzata, sistemando il vestito.",0.258642315864563,0.7394841909408569,0.0018735050689429045
"Mi giro sapendo già che Lydia non è qua, mi toccherà cercare da un‘altra parte.",0.25323620438575745,0.7141022682189941,0.032661523669958115
"Ma Caleb mi afferra il polso, facendomi voltare verso di lui.",0.0017488147132098675,0.9812142848968506,0.017036903649568558
La sua presa è ferrea.,0.0008392739109694958,0.9538055062294006,0.04535520076751709
«Ti ho detto che non devi parlarmi così..» dice minaccioso.,0.07076753675937653,0.9263919591903687,0.002840527333319187
"«Senti, io dico quello che voglio a chi mi pare con il tono che preferisco.",0.0005734650767408311,0.9658240675926208,0.03360244259238243
"Smettila di essere sempre tra i piedi, smettila di prendermi il polso e finiscila con tutte queste confidenze.",0.02812786027789116,0.20796987414360046,0.7639023065567017
Vuoi un altro schiaffo?,0.013471572659909725,0.9854429960250854,0.0010854535503312945
Perché la mano destra è già bella calda.» dico strattonando via il mio polso.,0.00018685817485675216,0.00922746304422617,0.9905856251716614
"Mi danno fastidio questi suoi gesti, non è nessuno per prendersi gioco di me in questo modo.",0.9971170425415039,0.002687667729333043,0.0001952533784788102
"Il mio petto si alza e si abbassa lentamente, in attesa di una sua risposta.",0.0038012517616152763,0.9831618070602417,0.013036949560046196
"Ma in cuor mio, so già che non ha nient‘altro da dirmi.",0.031943369656801224,0.9282023310661316,0.03985420987010002
Mi giro e scendo al piano di sotto.,0.011722260154783726,0.9540096521377563,0.034268055111169815
"È inutile cercare Lydia, si sarà persa.",0.9938979744911194,0.005868708249181509,0.00023329387477133423
Prendo un bicchiere a caso tra quelli sul tavolo e mando giù il liquido con estrema velocità.,0.0029422312509268522,0.4182753264904022,0.5787823796272278
"Mi butto in pista e comincio a ballare, fregandomene della gente che mi circonda perché tanto non mi conosce nessuno.",0.10466071963310242,0.6781731843948364,0.21716612577438354
«Eccoci di nuovo qui.» sussurra Bryan al mio orecchio.,0.00037625248660333455,0.9063860177993774,0.09323778748512268
Sbuffo ma lo lascio fare.,0.03292720764875412,0.9590326547622681,0.008040106855332851
Mi giro verso di lui e gli sorrido.,0.00010190842294832692,0.00809749960899353,0.9918006062507629
«Già.» Cominciamo a ballare insieme e non so per quale strano motivo mi ritrovo con le braccia intorno al suo collo.,0.002306593582034111,0.8440114855766296,0.1536819487810135
"Sarà l‘alcool. Bryan affonda la testa nell‘incavo del collo, lasciando dei piccoli umidi baci che non mi trasmettono niente.",0.30412840843200684,0.5936912298202515,0.10218027979135513
Le sue mani sono ben salde sui miei fianchi e solo quando le sento muoversi sotto il vestito ritorno in me.,0.00016885164950508624,0.006845450960099697,0.9929856657981873
"Cosa cavolo sto facendo?«Stai tranquilla, Allie.",0.017728213220834732,0.9668329358100891,0.015438767150044441
Non ti faccio mica del male.» continua.,0.013151790015399456,0.7236462831497192,0.2632019817829132
"È ubriaco, ubriaco marcio.",0.9784255623817444,0.020985107868909836,0.0005893951165489852
"«No, Bryan. Fermo.» ridacchio cercando di allontanarlo.",0.026018815115094185,0.9722423553466797,0.0017388507258147001
