"","frasi","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"1088","Da un angolo spunta fuori una signora sui quaranta, capelli biondi tinti e vestita di tutto punto.",0,0,0,0,0,0,0,0,0,0
"1089","«Oh, ma che bella ragazza abbiamo qui!",0,1,0,0,1,0,0,1,0,1
"1090","Tu dovresti essere Allie, giusto?",0,0,0,0,0,0,0,0,0,1
"1091","Lydia mi ha parlato di te poco fa.» mi dice, prendendomi la mano.",0,0,0,0,0,0,0,0,0,0
"1092","Le sorrido timidamente.",0,0,0,0,0,0,0,0,0,0
"1093","«Sì, sono io.» «Io sono Candy, cara.» mi mostra la sua dentatura giallastra.",0,0,0,0,0,0,0,0,0,0
"1094","Intuisco sia una fumatrice.",0,0,0,0,0,0,0,0,0,0
"1095","«Bene ragazze, devo lasciarvi.",0,0,0,0,0,0,0,0,0,0
"1096","Allie, fa come se fossi a casa tua.» lascia un bacio sulla guancia a Lydia, poi se ne va.",0,1,0,0,1,0,1,0,0,1
"1097","«Perdonala.",0,0,0,0,0,0,0,0,0,0
"1098","Lei è... così.",0,0,0,0,0,0,0,0,0,0
"1099","Esuberante.» dice pulendosi la guancia, proprio dove Candy le aveva appena lasciato un bacio.",0,1,0,0,1,0,1,0,0,1
"1100","«Okay, possiamo cominciare a prepararci.» dice dopo aver lasciato cadere le braccia lungo i fianchi.",0,1,0,0,0,1,0,0,1,0
"1101","Mentre ci dirigiamo verso la sua camera non posso far altro che guardarmi intorno e pensare a quanto questa casa sembri lussuosa.",0,0,0,0,0,0,0,0,0,0
"1102","Non si addice per niente a Lydia.",0,0,0,0,0,0,0,0,0,0
"1103","Vorrei porle tante domande, tra cui il fatto che lei e - sua madre?",0,1,0,0,1,2,0,2,2,1
"1104","- Candy non si assomiglino per niente.",0,0,0,0,0,0,0,0,0,0
"1105","Ma decido di restare zitta, non voglio farle domande che potrebbero metterla in imbarazzo.",1,0,1,2,0,1,1,0,3,0
"1106","Seguiamo la loro macchina per molto tempo, passano sia a casa di Liam che a casa di Bryan.",0,1,0,0,0,0,0,1,0,0
"1107","Per ora non siamo ancora state scoperte, non si sono accorti che li stiamo seguendo.",0,0,0,0,0,0,0,0,0,1
"1108","Io mi sentirei tremendamente... osservata.",0,0,0,0,0,0,0,0,0,0
"1109","Vediamo che svoltano in un piccolo viale, così li seguiamo.",0,0,0,0,0,0,0,0,1,0
"1110","Si fermano davanti ad un piccolo pub.",0,0,0,0,0,0,0,0,1,0
"1111","Scendono ed entrano.",0,0,0,0,0,0,0,0,0,0
"1112","Proprio come mi aveva detto Lydia, tutto sarebbe potuto saltare.",0,0,0,0,1,0,0,1,1,1
"1113","E infatti, sono entrati nel pub.",0,0,0,0,0,0,0,0,0,0
"1114","Tutta l‘adrenalina che avevo in corpo svanisce, tutti i nostri sforzi sono stati vani.",0,0,0,0,0,0,0,0,0,0
"1115","«Dobbiamo entrare.» mi dice lei, riscuotendomi dai pensieri.",0,0,0,0,0,0,0,0,0,0
"1116","«Cosa?",0,0,0,0,0,0,0,0,0,0
"1117","No, ci scopriranno.",0,0,0,0,0,0,0,0,1,0
"1118","» dico io.",0,0,0,0,0,0,0,0,0,0
"1119","«Se entriamo avranno meno sospetti, penseranno che anche noi eravamo dirette qui.",0,0,0,0,0,0,0,0,0,0
"1120","Credi che non abbiano fatto caso alla nostra macchina?",0,0,0,1,0,1,0,2,1,0
"1121","Vedevo Caleb che ci sbirciava dallo specchietto.",0,0,0,0,0,0,0,0,0,0
"1122","» «Dici che ci hanno scoperte?» chiedo allarmata.",0,0,0,0,0,0,0,0,0,0
"1123","«Impossibile.",0,0,0,0,0,1,0,0,1,0
"1124","La macchina ha i vetri oscurati e inoltre siamo irriconoscibili.»",0,0,0,0,0,0,0,1,0,0
"1125","Mi ricordo di indossare una parrucca e due chili di trucco, così mi tranquillizzo.",0,0,0,0,0,0,1,1,2,1
"1126","Sgancio la cintura e seguo Lydia fino al pub.",1,0,0,1,0,0,0,0,1,0
"1127","Entriamo e ci sediamo in un tavolo, mentre con la coda dell‘occhio guardiamo i ragazzi.",0,0,0,0,0,0,0,0,0,0
"1128","Sono in piedi, stanno aspettando qualcosa.",0,0,0,0,0,0,0,0,0,0
"1129","«Cosa vi porto, ragazze?» ci chiede il cameriere, bloccandomi la vista dai nostri obbiettivi.",0,0,0,0,0,0,0,1,0,0
"1130","Indugia lo sguardo sulla mia scollatura e gli mando un‘occhiataccia di risposta.",0,0,0,0,0,0,0,0,0,0
"1131","«Due shottini.» dice Lydia liquidandolo.",0,0,0,0,0,0,0,0,0,0
"1132","Il cameriere, dopo esser tornato dai ragazzi, entra in quello che credo sia il magazzino e porta loro delle bottiglie di Vodka.",0,0,0,0,0,0,0,0,0,0
"1133","Pagano il conto ed escono.",0,0,0,1,0,0,0,1,1,0
"1134","Guardo Lydia, forse il cielo ci sta dando una seconda chance.",0,0,0,0,0,0,0,0,0,1
"1135","Prendiamo gli shottini che stava preparando dal tavolo e usciamo senza pagare.",0,1,0,0,1,0,0,1,0,1
"1136","Ci dirigiamo verso la macchina con fare disinvolto e rientriamo.",0,0,0,0,0,0,0,1,0,0
"1137","«Dobbiamo stargli dietro, ma non troppo.",0,0,0,0,0,0,0,0,0,0
"1138","A debita distanza.» dice togliendo il freno a mano.",0,0,0,0,0,0,0,0,0,0
"1139","Mette in moto e lascia il parcheggio prima di loro.",0,0,0,0,0,0,0,0,0,0
"1140","Ho il cuore che batte a mille nel petto, chissà dove andremo a finire.",0,0,0,0,0,0,0,0,0,0
"1141","La Tesla di Caleb si piazza proprio dietro di noi e Lydia segue con attenzione tutti i loro movimenti.",0,0,0,0,0,0,0,0,0,1
"1142","«So dove sono diretti.",0,0,0,0,0,0,0,0,0,0
"1143","» dice poi, guardando avanti.",0,0,0,0,0,0,0,0,0,2
"1144","«Cosa?",0,0,0,0,0,0,0,0,0,0
"1145","Come lo sai?» chiedo curiosa.",0,0,0,0,0,0,0,0,0,0
"1146","«Sono diretti allo stadio abbandonato.",2,0,0,1,0,3,0,0,3,0
"1147","Questa è l‘unica strada che ti porta lì.» dice con tono fermo.",0,0,0,0,0,0,1,0,0,0
"1148","Non ribatto e aspetto di arrivare a destinazione prima di parlare.",0,2,0,1,1,1,1,0,0,2
"1149","Dopo altri due minuti di macchina, comincio a vedere delle luci.",0,0,0,0,0,0,0,1,0,0
"1150","È qui il posto.",0,0,0,0,0,0,0,0,0,0
"1151","Uno stadio.",0,0,0,0,0,0,0,0,0,0
"1152","Siamo venuti a vedere una partita di football tra amici?",0,0,0,0,0,1,0,0,1,0
"1153","Quando ci fermiamo scoppio in una fragorosa risata, quasi isterica.",1,0,1,1,2,1,2,0,1,2
"1154","«Tutto questo per cosa?",0,0,0,0,0,0,0,0,0,0
"1155","Per vedere una partita di football?» dico guardandomi intorno.",0,0,0,0,0,0,0,0,0,0
"1156","Lydia scende dalla macchina e io faccio lo stesso.",0,0,0,0,0,0,0,1,0,0
"1157","«Questa non è una partita di football, mia cara Allie.",0,0,0,0,0,0,0,0,0,0
"1158","Queste sono corse clandestine.» sospira.",0,0,0,0,0,1,0,0,0,0
"1159","Cosa?",0,0,0,0,0,0,0,0,0,0
"1160","Corse clandestine?",0,0,0,0,0,1,0,0,0,0
"1161","Rimango stupita dalle sue parole, non me ne capacito.",1,0,0,0,0,0,0,0,1,0
"1162","Trevor partecipa a delle corse clandestine?",0,0,0,0,0,1,0,0,0,0
"1163","Per un attimo mi chiedo cosa ci faccia io qui.",0,0,0,0,0,0,0,0,0,0
"1164","Non mi dovrebbe interessare niente di tutto questo.",0,0,0,0,0,0,0,0,0,0
"1165","Invece ora mi ritrovo davanti ad uno stadio abbandonato, e la cosa peggiore è che non vedo l‘ora di entrare.",2,0,0,1,0,3,0,0,3,0
"1166","Il gruppo di Trevor ha parcheggiato dalla parte opposta, e secondo Lydia non sanno che siamo qui.",0,0,0,0,0,0,0,0,1,0
"1167","Entriamo e... wow.È pieno zeppo di gente.",0,0,0,0,0,0,0,0,0,0
"1168","La pista è coperta di sabbia e ci sono dei portoni chiusi.",0,0,0,0,0,0,0,1,0,0
"1169","Intuisco che lì ci siano i garage delle macchine.",0,0,0,0,0,0,0,0,0,0
"1170","C‘è chi beve, chi ride, chi urla, chi si bacia.",0,0,0,0,0,0,0,0,0,0
"1171","C‘è gente ubriaca, ragazze più nude che vestite.",0,0,0,0,0,0,0,0,0,0
"1172","Mi chiedo come la polizia non riesca ad accorgersi di tutto questo.",0,0,0,1,0,0,0,1,0,1
"1173","Inclina leggermente il volto, sta per posare le labbra sul mio collo ma si blocca istantaneamente.",0,0,0,0,0,0,0,0,0,0
"1174","«Il tuo profumo mi è familiare...» dice lasciando cadere le braccia lungo i fianchi.",0,1,0,0,0,1,0,1,1,1
"1175","Ritorno a respirare, cosa diavolo mi è successo?",2,2,1,1,1,1,0,0,2,1
"1176","Il cuore comincia a martellarmi nel petto, mi ha scoperta.",0,0,0,0,0,0,0,0,0,1
"1177","Punta i suoi occhi nei miei chiari, poi alza una mano e mi sfila la parrucca.",0,0,0,1,0,0,0,0,0,0
"1178","I miei lunghi capelli biondi ricadono sulle spalle.",0,0,0,0,0,0,0,0,0,0
"1179","Ha capito tutto.",0,0,0,0,0,0,0,0,0,0
"1180","«Cosa cazzo...» dice, socchiudendo gli occhi.",1,0,1,1,0,0,1,0,1,0
"1181","«... ci fai qui, ragazzina?» mi ringhia contro.",1,0,0,0,0,0,0,0,1,0
"1182","«Bene, bene.» dice il ragazzo con cui ha pareggiato poco prima.",0,0,1,0,0,0,0,0,1,0
"1183","Lui ha assistito a tutta la scena a quanto pare.",0,0,0,0,0,0,0,0,0,0
"1184","«Questa è la tua ragazza?» continua.",0,0,0,0,0,0,0,0,0,0
"1185","«Cosa?",0,0,0,0,0,0,0,0,0,0
"1186","No, Cole.",0,0,0,0,0,0,0,0,1,0
"1187","Non è la mia ragazza.» risponde lanciandomi un‘occhiata di fuoco.",0,0,0,1,0,0,0,0,0,1
"1188","«Oh, davvero?» dice allungando il braccio verso di me.",0,0,0,0,0,0,0,0,0,0
"1189","«Vattene, Melody.» afferma Caleb, continuando a guardare Cole.",0,0,0,0,0,0,0,0,0,0
"1190","Faccio ciò che mi dice, scappando da una sua eventuale sfuriata.",0,1,0,0,0,0,0,0,0,0
"1191","La testa mi gira, sono in ansia.",1,1,0,1,0,1,0,0,1,0
"1192","Chissà cosa mi succederà, chissà cosa dirò a Trevor.",0,0,0,0,0,0,0,0,0,0
"1193","Trovo Lydia e la prendo per una spalla.",0,0,0,0,0,0,0,1,0,1
"1194","Spalanca la bocca quando mi vede senza parrucca.",0,0,0,0,0,0,1,0,0,0
"1195","«Mi hanno scoperta, dobbiamo andarcene.»",0,0,0,0,0,0,0,0,0,1
"1196","Ci incamminiamo verso l‘uscita e entriamo in macchina.",0,0,0,0,0,0,0,1,0,0
"1197","Sono confusa, stanca, incredula di ciò che ho fatto.",0,0,0,0,0,0,0,1,0,0
"1198","Incredula di quanto accaduto.",0,0,0,0,0,0,0,0,0,0
"1199","«Allie...",0,0,0,0,0,0,0,0,0,0
"1200","cosa diamine è successo?» mi chiede Lydia.",0,1,0,0,1,0,0,0,0,1
"1201","«I - io... non lo so.",0,0,0,0,0,0,0,0,0,0
"1202","Caleb mi ha presa, pensando fossi una ragazza qualunque, mi ha portata via e sul punto di baciarmi ha detto qualcosa del tipo ""Conosco questo profumo"".",0,0,0,0,1,0,0,2,0,1
"1203","Poi mi ha sfilato la parrucca e si è avvicinato il ragazzo della corsa.",0,0,1,1,0,1,0,0,2,0
"1204","Caleb mi ha cacciata chiamandomi con il nome che mi ero inventata.» Melody.",0,0,0,0,0,0,0,0,0,0
"1205","Mi ha chiamata Melody.",0,0,0,0,0,0,0,0,0,0
"1206","«Come...",0,0,0,0,0,0,0,0,0,0
"1207","come faceva a conoscere il tuo profumo?» chiede poi.",0,0,0,0,0,0,0,0,0,0
"1208","«Qualche giorno fa mi ha riaccompagnata a casa...",0,0,0,0,0,0,0,0,0,0
"1209","forse lo ha sentito nella sua macchina.",0,0,0,0,0,0,0,1,0,0
"1210","» dico.",0,0,0,0,0,0,0,0,0,0
"1211","Oppure quando mi si è avvicinato violentemente a scuola.",0,0,0,0,0,0,0,1,0,0
"1212","«Allie, Allie, Allie...»",0,0,0,0,0,0,0,0,0,0
"1213","«Non dirmi che ti stai innamorando di lui.",0,0,0,0,0,0,0,0,0,0
"1214","No! Cancellalo dalla tua testa!» dice muovendo le mani davanti al mio viso.",0,0,0,0,0,0,0,0,1,0
"1215","«Cosa?!",0,0,0,0,0,0,0,0,0,0
"1216","Io non mi innamorerò mai di uno stronzo come lui!",0,0,0,0,0,0,0,0,0,0
"1217","E poi non è il mio tipo.» dico.",0,0,0,0,1,0,0,1,0,1
"1218","«Certo, dicono tutte così...» «Te lo giuro, diamine!",0,0,0,0,0,0,0,0,0,0
"1219","Non lo sopporto, come faccio ad innamorarmi?» urlo.",2,0,1,1,0,1,2,0,1,0
"1220","«Okay, okay.",0,0,0,0,0,0,0,0,0,0
"1221","Ti credo.» alza le mani in segno di resa.",0,0,0,1,0,1,0,0,1,0
"1222","«Ma promettimi, giura, che non ti farai abbindolare da lui.",0,0,0,0,0,0,0,0,0,0
"1223","Lui è come lo hai descritto, uno stronzo.»",0,0,0,0,0,0,0,0,0,0
"1224","Mi lancia un‘ultima occhiata, mette in moto e torniamo a casa.",1,1,0,1,0,0,0,0,1,0
"1225","Durante il tragitto il telefono comincia a squillare, è Trevor.""Allie, è vero quello che mi ha detto Caleb?",0,0,0,0,1,0,0,3,0,3
"1226","Eri allo stadio?""""Rispondi, cazzo""",1,0,1,1,0,0,1,0,1,0
"1227","Cosa posso inventarmi?",0,0,0,0,0,0,0,0,0,0
"1228","Faccio un sospiro e spengo il telefono.",0,0,0,0,0,0,0,0,0,0
"1229","Non posso credere di aver rovinato un‘amicizia per la mia stupida curiosità.",1,0,1,1,1,1,0,1,1,2
"1230","Sono una stupida, un‘idiota, un‘illusa.",1,0,2,0,0,0,0,0,2,0
"1231","Mi giro e rigiro nel letto, chiedendomi come io ci sia finita qui.",0,0,0,0,0,0,0,0,0,0
"1232","Come io abbia fatto a legarmi a delle persone, come abbia fatto a non impedire il trasferimento.",0,0,0,0,0,0,0,1,0,0
"1233","Ci ho provato, io ho provato ad ambientarmi.",0,0,0,0,0,0,0,0,0,0
"1234","Ma non ci riesco, per me è tutto nuovo.",0,0,0,0,0,0,0,0,0,0
"1235","Qui non è Manhattan.",0,0,0,0,0,0,0,0,0,0
"1236","Questa non è la mia casa.",0,0,0,0,0,0,0,0,0,0
"1237","Questa non è la mia vita.",0,0,0,0,0,0,0,0,0,0
"1238","Mentre Lydia russa beatamente dall‘altra parte del letto, io mi dirigo in cucina per bere un bicchiere d‘acqua.",0,0,0,0,0,0,0,0,1,0
"1239","Mi affaccio alla grande vetrata che mi da la vista della città spenta, calma.",0,0,0,0,0,0,0,0,0,1
"1240","Della città vuota, della città sovrastata dal buio, dall‘oscurità, dal silenzio.",1,0,0,1,0,3,0,0,2,1
"1241","Guardo il mare, che sembra una pozza enorme di petrolio, riconoscibile solo dal riflesso della luna al centro di questo.",0,0,0,0,0,0,1,1,0,2
"1242","Perché sono qui?",0,0,0,0,0,0,0,0,0,0
"1243","Perché non mi sono opposta ai miei genitori?",0,0,0,0,0,0,0,0,0,0
"1244","Perché mi sono legata così tanto a Trevor?",0,0,0,0,0,0,0,0,0,0
"1245","Cosa ho fatto di male per nascere con una grande curiosità?",4,0,2,4,0,5,0,1,6,0
"1246","Questa casa mi schiaccia, sento che c‘è poca aria intorno a me.",0,0,0,0,0,0,0,0,0,0
"1247","E prima di cadere a terra priva di sensi e di svegliare Lydia, decido di sedermi sul divano, per poi cadere in un sonno profondo.-È lunedì, e sono pronta per affrontare l‘ennesimo giorno di scuola.",2,0,0,0,0,2,1,2,1,1
"1248","E pensare che è appena cominciata.",0,0,0,0,0,0,0,0,0,0
"1249","La domenica mattina sono stata svegliata da Lydia verso le dieci e mezza, mi sentivo uno straccio.",0,0,0,0,0,0,0,0,0,0
"1250","Dopo aver rifiutato di rimanere a pranzo, mi sono fatta accompagnare fino a casa per cercare di trovare una soluzione al danno fatto.",1,2,1,1,0,1,0,1,2,2
"1251","Durante l‘arco della giornata non mi sono più arrivati messaggi da parte di Trevor.",0,0,0,0,0,0,0,0,0,0
"1252","Ed ora mi trovo qui, sulla via per la scuola, a pensare e ripensare al discorso che mi sono fatta nella mente per lui.",0,0,0,0,0,0,0,1,0,2
"1253","Non sono tanto sicura che voglia parlarmi, ma ci proverò lo stesso.",0,0,0,0,0,0,0,0,0,0
"1254","Entro nel cortile della scuola e qualcuno mi prende il braccio, facendomi girare violentemente.",0,0,0,0,0,0,0,1,0,0
"1255","«Mi spieghi cosa cazzo è successo?»",1,1,1,1,1,0,1,0,1,1
"1256","Trevor scruta i miei occhi.",0,0,0,0,0,0,0,0,0,0
"1257","E in quel momento dimentico tutto quello che volevo dirgli.",0,0,0,0,0,0,0,0,0,0
"1258","Dimentico il mio discorso, le possibile scuse.",0,0,0,0,0,0,0,0,0,1
"1259","«Trev, non so cosa mi sia preso...» dico strofinandomi le mani.",0,0,0,0,0,0,0,0,0,0
"1260","«Io volevo solo divertirmi.» aggiungo.",0,0,0,0,0,0,0,0,0,0
"1261","«Come facevi a sapere che ero lì?»",0,0,0,0,0,0,0,0,0,0
"1262","«Io e Lydia vi abbiamo seguito perché pensavamo che sareste andati a divertirvi, ma non sapevamo che saremmo finite in una gara di corse clandestine.» invento sul momento.",0,0,0,0,0,1,0,0,0,0
"1263","«E non potevi direttamente chiamarmi?» aggiunge.",0,0,0,0,0,0,0,0,0,0
"1264","«Ti ripeto che non so cosa mi sia preso.» ribatto.",0,0,0,0,0,0,0,0,0,0
"1265","«Allie, non sai in che guaio ti sei cacciata.",0,0,0,0,0,0,0,0,0,0
"1266","Per fortuna non ti è accaduto niente, o sarebbero stati guai.» si passa una mano sulla fronte e guarda alle mie spalle.",0,2,0,0,3,0,3,1,0,3
"1267","«Non sono arrabbiato con te, okay?",1,0,1,0,0,0,0,0,1,0
"1268","Ma devi promettermi che non ci andrai più.» «Croce sul cuore.» dico indicando la parte sinistra del petto.",0,0,0,0,0,0,0,0,0,0
"1269","Mi abbraccia, e io vengo colta di sorpresa.",0,0,0,1,1,0,1,0,0,1
"1270","Non sono abituata a questi...",0,0,0,0,0,0,0,0,0,0
"1271","gesti affettuosi.",0,0,0,0,0,0,0,0,0,0
"1272","Sinceramente non me l‘aspettavo, ero già pronta a deprimermi per aver perso l‘unico amico che mi sono fatta qui.",0,0,0,0,1,1,1,1,1,2
"1273","Invece mi ha perdonata, nonostante lo avessi pedinato.",0,0,0,0,0,0,0,0,0,0
"1274","C‘è da dire che non gli ho detto completamente la verità.",0,0,0,0,0,0,0,2,0,2
"1275","«Ci parlerò io con Caleb.» sussurra tra i miei capelli.",0,0,0,0,0,1,0,0,1,0
"1276","Questo vuol dire che Caleb è arrabbiato?",1,0,1,0,0,0,0,0,1,0
"1277","Mi stacco da lui e dopo essermi scusata nuovamente cerco Lydia.",0,0,0,0,0,0,0,0,0,0
"1278","Le mando un messaggio, mi dice di essere nel cortile.",0,0,0,0,0,0,0,0,0,0
"1279","La raggiungo in fretta e ancora con il fiatone dico«Ci ha perdonate!»",0,2,0,0,0,0,0,0,0,1
"1280","Alzo una mano in segno di vittoria e lei mi sorride divertita.",0,1,0,0,1,0,0,1,0,1
"1281","Dopo averla salutata mi dirigo verso la prima classe di stamani: letteratura.",0,0,0,0,0,0,0,0,0,0
"1282","- In giro per i corridoi non fanno altro che parlare di quanto sia stato fantastico ed emozionante il ballo.",0,1,0,0,1,0,1,0,0,2
"1283","Io, invece, ringrazio il cielo per essermi imposta di non andarci.",0,0,0,0,0,0,0,0,1,1
"1284","Guardandomi intorno non ho mai trovato Caleb.",0,0,0,0,1,0,0,1,0,1
"1285","Sicuramente è in giro a fare chissà cosa con chissà chi.",0,0,0,0,0,0,0,1,0,0
"1286","Non mi interessa saperlo.",0,0,0,0,0,0,0,0,0,0
"1287","Ma non faccio altro che pensare e ripensare alle sue labbra così vicine alle mie, al suo fiato sul mio collo, alla sua voce roca ed eccitante.",0,1,0,0,1,0,1,0,0,1
"1288","No, Allie.",0,0,0,0,0,0,0,0,1,0
"1289","Io credo sia stato l‘alcool.",0,0,0,0,0,0,0,0,0,0
"1290","E spero proprio che sia così.",0,0,0,0,0,0,0,0,0,0
"1291","Che dire, credo che tutte le ragazze della scuola siano ai suoi piedi.",0,0,0,0,0,0,0,1,0,0
"1292","Il suo carattere scontroso, i suoi occhi scuri, il suo modo di fare è estremamente attraente.",1,0,1,0,0,1,0,0,1,0
"1293","Ma non per me, non per la sottoscritta.",0,0,0,0,0,0,0,0,0,0
"1294","Non trovo niente di attraente in lui.",0,0,0,0,0,0,0,0,0,0
"1295","Le sue risposte mi mandano fuori controllo, così come il modo in cui mi prende in giro.",0,0,0,0,0,0,0,0,0,0
"1296","Smetto di pensare a un tale essere e corro verso la macchina di mio padre che mi sta aspettando.",0,0,0,0,0,0,0,2,0,0
"1297","«Buongiorno tesoro.",0,1,0,0,1,0,0,1,0,1
"1298","Com‘è andata la scuola?» mi chiede gentilmente.",0,0,0,0,0,0,0,1,0,0
"1299","«Tutto bene, come sempre.» affermo addentando un pezzo del panino che mi è avanzato.",0,0,0,0,0,0,0,0,0,1
"1300","Durante il pomeriggio, studio le materie in cui sono rimasta indietro e svolgo qualche esercizio.",0,0,1,0,0,0,0,0,1,1
"1301","Mi sto annoiando, fin troppo.",0,0,0,0,0,0,0,0,0,0
"1302","Quindi mi alzo e mi dirigo verso il balcone della mia camera.",0,0,0,0,0,0,0,0,0,0
"1303","Il tramonto mostra i suoi splendidi colori chiari che si mischiano fra di loro.",0,1,0,0,0,0,0,0,0,1
"1304","Rosa, arancio, azzurro, viola, poi ancora rosa.",0,0,0,0,0,0,0,0,0,1
"1305","Una serie di colori che mi trasporta, che mi fa seguire il movimento delle nuvole con gli occhi.",0,0,0,0,0,0,0,1,0,0
"1306","Per un momento li chiudo e mi godo gli ultimi raggi di sole che sfiorano la mia pelle.",0,1,0,0,1,0,1,1,0,1
"1307","Il mio telefono squilla insistentemente, interrompendo il mio piccolo momento di tranquillità.",0,0,0,0,0,0,0,0,1,0
"1308","Lo afferro e leggo sullo schermo il nome di Alicia e di Ivy.",0,0,0,0,0,0,0,0,0,0
"1309","Avrei così tante cose da raccontare loro, così tante piccolezze, tutte le mie mancanze.",0,0,0,0,0,0,0,0,0,0
"1310","Ma qui non riconosco più le mie amiche, perché mi chiamano solo quando se lo ricordano.",0,0,0,0,0,0,0,0,0,0
"1311","E pensare che mi avevano promesso di chiamarmi tutti i giorni.",0,0,0,0,0,0,0,0,0,0
"1312","Invece sono passate due settimane dall‘ultima chiamata.",0,0,0,0,0,0,0,0,0,0
"1313","Decido di lasciar giacere il telefono sul letto e torno sul mio balconcino.",0,0,0,0,0,0,0,0,0,0
"1314","Non ho voglia di parlare con loro in questo momento.",0,0,0,0,0,0,0,0,0,1
"1315","Mio padre mi risveglia dai pensieri con la sua calda voce, avvertendomi che la cena è pronta.",0,0,0,0,0,0,0,1,0,1
"1316","Do un‘ultima occhiata a quella nuvola a forma di dinosauro e scendo in cucina insieme ai miei genitori.",0,0,0,1,0,0,0,1,0,2
"1317","«Tutto okay, tesoro?",0,1,0,0,1,0,0,1,0,1
"1318","Ti vedo pensierosa.» chiede mia madre, scrutandomi con i suoi occhi chiari.",0,1,0,0,1,1,0,1,1,1
"1319","«Mh, direi di sì... è solo che le mie amiche non si sono più fatte sentire.",0,0,0,0,0,0,0,0,0,0
"1320","»",0,0,0,0,0,0,0,0,0,0
"1321","I miei genitori si scambiano degli sguardi preoccupati, tristi, come se in parte si sentissero responsabili di ciò che mi sta succedendo, del mio carattere scontroso, dei miei sbalzi di umore e della mia perpetua e continua tristezza.",1,0,1,1,0,2,0,0,2,0
"1322","Ed è così, di certo la colpa non è mia.",1,0,2,0,0,1,0,0,2,0
"1323","Sicuramente questo viaggio mi ha solo aiutata a capire che al posto delle mie migliore amiche, avevo di fianco due persone false.",0,2,0,1,1,0,1,1,0,1
"1324","Delle perfette sconosciute.",0,0,0,0,0,0,0,0,0,0
"1325","Spazio autriceCiao ragazze!",0,0,0,0,0,0,0,0,0,0
"1326","Domani Point of view di CalebJust enjoy it! Caleb‘s Pov«La prossima volta dì alla biondina di non pedinarci.",0,2,0,0,0,0,0,0,0,0
"1327","» dico a Trevor, guardandolo storto.",0,0,0,0,0,0,0,0,2,0
"1328","Gli sto affibiando tutta la colpa, ma la verità è che sono frustrato.",2,0,2,0,0,1,0,0,3,0
"1329","Sono riuscito a venire all‘incontro, a saldare i conti fatti con Cole.",1,0,0,0,0,0,0,2,1,1
"1330","Ma abbiamo pareggiato, quindi ci sarà un‘altra gara.",0,0,0,0,0,0,0,0,0,0
"1331","Per colpa di Allison dovrò anche mettere qualcosa in palio, dato che al Brick‘s ho sfasciato il naso a Mattew.",1,0,3,0,0,1,0,0,2,0
"1332","Ho bisogno di staccare un attimo, di allontanarmi dalla folla, da Ronnie che mi sta incollata perché vuole che la soddisfi.",1,0,0,1,0,0,0,0,1,0
"1333","Scendo in garage e osservo la mia bellissima Tesla nera, mi siedo e mi prendo la testa tra le mani.",0,0,0,0,0,1,0,0,1,0
"1334","Non posso credere di aver confuso la ragazzina per una ragazza qualunque.",0,0,0,0,0,0,0,0,1,0
"1335","Melody.",0,0,0,0,0,0,0,0,0,0
"1336","Aveva detto di chiamarsi Melody.",0,0,0,0,0,0,0,1,0,0
"1337","Non posso credere di essermi avvicinato così tanto a lei, quasi a baciarla.",0,0,0,0,0,0,0,0,0,0
"1338","Non posso credere che mi sia sentito così tanto attratto dalle sue labbra.",0,0,0,0,0,0,0,0,0,0
"1339","Ero attratto da lei solo perché non sapevo chi fosse veramente.",0,0,0,0,0,0,0,0,0,0
"1340","E mi chiedo come abbia fatto a non riconoscere subito i suoi occhi.",0,1,0,0,0,0,1,1,1,1
"1341","In quegli occhi così chiari vedevo il suo desiderio di baciarmi.",0,0,0,0,0,0,0,0,0,0
"1342","Quando le sfilai la parrucca mi sentii umiliato, preso in giro.",0,0,0,0,0,1,0,0,0,1
"1343","Era riuscita a prendermi in giro.",0,0,0,0,0,0,0,0,0,0
"1344","E sì, l‘ho cacciata chiamandola ""Melody"".",0,0,0,0,0,0,0,0,0,0
"1345","Cole aveva assistito a tutta la scena e non doveva assolutamente scoprire il suo vero nome, o le avrebbe fatto passare l‘inferno.",2,0,1,2,1,1,1,4,2,3
"1346","Perché una volta dentro, non esci più.",0,0,0,0,0,0,0,0,0,0
"1347","Non che mi stia preoccupando per lei, sia mai, ma non auguro a nessuno quello che passo durante una gara.",1,0,1,0,0,0,0,0,1,0
"1348","Non metto in dubbio che sia appagante il fatto di essere desiderati, applauditi.",0,0,0,1,0,1,0,2,2,0
"1349","Ma certe volte, in momenti come questo, mi pento di essere entrato in questo mondo.",0,0,0,0,0,0,0,0,0,0
"1350","Questo mondo mi fa paura.",2,1,0,2,0,0,1,0,2,0
"1351","Sono incazzato, incazzato con Allie perché è sempre in mezzo ai piedi.",0,0,0,0,0,0,0,0,0,0
"1352","La ritrovo dappertutto.",0,0,0,0,0,0,0,0,0,0
"1353","È solo una stupida ragazzina arrogante.",1,0,1,0,0,0,0,0,1,0
"1354","E il fatto che riesca a tenermi testa mi manda su tutte le furie, non sono abituato a questo genere di comportamento da parte delle ragazze.",0,1,0,0,0,0,0,1,0,0
"1355","Di solito cadono ai miei piedi con un semplice occhiolino.",0,0,0,0,0,0,0,1,0,1
